CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
43,475005-474996-46947294,removed_to_protect_anonymity,55,Female,1,Technical Trainer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,4,4,2,5,4,4,4,5,5,2,4,2,5,4,2,4,3,1,4,4,5,5,4,5,5,5,4,4,3,3,4,2, ,1,1,3,2,4,3,2,4,2,5,5,4,2,4,4,4,2,5,2,5,2,4,2,1,5,3,2,1,4,4,1,4, ,5,1,5,1,1,4,5,4,3,5,5,5,2,4,2,5,3,1,4,2,5,3,5,1,4,4,5,2,4,5,4,5,4,1,3,3,2,1,5,5,1,4, ,3,1,4,1,1,4,3,3,2,3,2,2,1,2,2,5,1,1,2,2,5,2,1,4,3,5,5,3,5,2,5,5,3,1,2,2,2,1,5,4,1,4, ,1,3,4,3,4,5,4,5,2,2,2,4,1,1,2,1,1,5, ,1,3,4,3,4,5,4,5,4,4,4,2,5,5,4,5,5,1, ,n/a,2019-05-09 09:45:28 UTC,2019-05-09 10:07:29 UTC, ,4.25,4.125,4.69230769230769,2.7,3.75,2.15384615384615,2.75,4.5,3.5,4.166666667
44,475005-474996-46947097,removed_to_protect_anonymity,50,male,0,consultant (business),A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,4,4,2,4,4,4,2,4,4,2,3,2,4,4,3,4,3,3,4,3,5,5,4,5,4,5,4,4,4,3,5,3, ,2,2,4,2,3,3,2,5,3,4,5,4,3,4,4,4,2,5,2,5,2,4,4,2,5,3,2,3,4,4,2,3, ,5,2,5,5,4,4,5,5,5,4,5,5,4,5,4,5,2,2,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,1,5,4,4,2,5,5,2,5, ,3,1,4,3,2,4,4,4,4,4,3,4,2,3,2,4,1,1,4,3,5,3,2,5,3,5,5,3,5,1,5,3,3,1,3,3,3,1,5,5,2,4, ,4,4,4,4,5,5,5,5,3,4,4,3,2,2,4,1,4,4, ,4,4,4,4,5,5,5,5,3,2,2,3,4,4,2,5,2,2, ,interesting survey,2019-05-09 09:42:20 UTC,2019-05-09 10:07:32 UTC, ,4.25,3.625,5,3.9,4.125,2.61538461538462,4,5,2.5,3.166666667
45,475005-474996-46947682,removed_to_protect_anonymity,31,Male,0,IT Analyst,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,Professionally qualified computer scientist or IT specialist,6, ,2,3,3,4,3,2,2,3,4,3,3,2,2,4,3,3,5,5,5,5,5,5,3,3,3,5,5,4,5,5,5,4, ,2,4,5,2,3,5,3,5,4,3,5,3,3,5,4,4,4,5,3,5,4,3,4,3,3,5,3,5,3,5,2,5, ,4,4,5,5,4,5,5,5,1,5,5,5,5,5,4,5,4,3,5,3,5,5,4,5,5,5,5,5,5,3,4,5,5,1,4,5,4,5,5,5,3,5, ,4,3,5,4,1,4,5,5,5,4,5,2,5,5,1,5,1,3,2,2,5,5,1,5,5,5,5,4,4,5,5,5,5,1,4,4,2,5,5,5,1,5, ,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,1,5,5, ,5,5,5,5,5,5,5,5,1,1,3,1,1,1,2,5,1,1, ,I feel humans should be given a chance with regards to things like job/bail interviews rather than being subject to an AI decision. Having someone see faith in you can change your behavior for the positive in a way the AI might not pick up.,2019-05-09 09:52:11 UTC,2019-05-09 10:07:46 UTC, ,4.5,2.625,4.92307692307692,4.5,4.875,3.53846153846154,5,5,1.5,1.833333333
46,475005-474996-46947651,removed_to_protect_anonymity,38,male,0,customer service,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,5,2,3,3,3,3,2,2,2,3,3,2,2,4,3,5,4,2,4,4,5,4,4,4,4,4,4,4,3,3,3,2, ,4,4,3,2,3,3,1,3,2,4,4,3,3,4,4,4,1,5,3,4,3,4,4,4,4,4,4,2,3,4,3,4, ,5,2,5,3,5,3,4,2,5,5,3,5,5,3,1,5,3,1,3,1,5,3,5,5,5,5,5,3,4,3,5,5,5,3,1,5,3,3,5,5,3,5, ,5,1,5,3,3,3,5,3,5,3,3,3,3,3,1,5,3,4,4,4,5,3,3,5,3,5,4,3,2,2,4,3,4,3,2,3,1,2,5,3,1,4, ,5,5,4,5,5,5,3,3,3,4,2,1,5,3,4,4,4,4, ,5,5,4,5,5,5,3,3,3,2,4,5,1,3,2,2,2,2, , ,2019-05-09 09:51:43 UTC,2019-05-09 10:08:06 UTC, ,3.916666667,3.375,4.53846153846154,2.9,4,2.69230769230769,4.75,4,3.5,2
47,475005-474996-46948088,removed_to_protect_anonymity,44,F,1,Property management,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,4,3,2,2,3,3,3,2,4,2,3,1,2,4,2,3,2,4,4,4,2,5,4,3,2,5,4,4,4,1,1,2, ,2,4,4,2,4,1,3,1,2,2,5,4,3,4,5,4,2,2,3,5,3,4,3,4,3,2,3,4,4,4,4,4, ,5,1,4,2,3,2,3,3,2,4,5,5,1,5,1,4,1,1,3,1,5,3,4,4,5,4,5,1,3,2,5,5,4,1,1,2,2,1,5,4,1,4, ,3,1,3,2,2,2,2,2,2,4,4,3,1,2,1,3,1,1,4,1,5,3,2,5,3,5,5,2,2,2,4,5,3,1,1,2,1,1,5,4,1,4, ,4,4,4,2,5,4,4,5,3,4,5,3,4,1,2,2,2,4, ,4,4,4,2,5,4,4,5,3,2,1,3,2,5,4,4,4,2, , ,2019-05-09 09:58:46 UTC,2019-05-09 10:08:13 UTC, ,3.333333333,3.125,4.38461538461539,1.7,3.75,1.69230769230769,3.5,4.5,2.25,3.5
48,475005-474996-46946928,removed_to_protect_anonymity,46,male,0,selfemployed builder,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,1,1,3,2,2,2,2,2,3,1,2,2,1,2,1,2,4,2,4,4,2,4,2,1,3,4,3,1,3,2,2,1, ,3,5,3,4,5,2,4,2,1,3,4,5,4,3,4,1,5,2,4,4,4,2,4,4,1,4,5,2,3,4,4,4, ,1,1,3,2,4,2,3,3,2,1,4,4,1,4,1,5,3,1,4,1,5,1,5,1,5,4,4,1,5,5,5,5,4,1,2,1,1,3,5,5,1,4, ,1,1,5,4,1,4,4,3,4,5,3,2,3,5,1,5,2,2,4,1,5,2,2,5,3,5,4,2,4,2,5,5,4,1,2,1,1,2,5,5,1,4, ,4,4,3,2,2,4,3,4,2,4,2,1,1,1,2,1,3,4, ,4,4,3,2,2,4,3,4,4,2,4,5,5,5,4,5,3,2, ,"I enjoyed the survey, very comprehensive",2019-05-09 09:39:02 UTC,2019-05-09 10:08:42 UTC, ,3,1.75,4.30769230769231,1.5,4.375,2,3.25,3.25,3.75,4
49,475005-474996-46947803,removed_to_protect_anonymity,30,Female,1,Sales Assistant,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,2,3,3,3,2,2,3,3,5,3,3,1,1,1,1,1,1,1,1,1,5,4,3,3,1,4,4,3,3,3,1,1, ,1,5,3,5,5,3,5,1,1,1,4,3,3,4,5,3,4,5,4,4,4,3,3,3,3,1,3,1,3,1,3,1, ,5,4,5,5,2,3,3,3,1,5,5,5,3,5,1,3,1,1,5,1,5,1,4,5,5,5,5,1,1,1,4,2,3,1,3,4,1,3,5,5,1,5, ,3,3,4,3,1,1,3,1,1,3,3,5,1,3,1,3,1,3,4,1,4,4,4,4,3,5,5,5,5,1,5,5,5,3,3,4,1,2,5,5,1,5, ,1,4,1,1,1,3,3,5,1,1,3,1,3,3,3,4,3,4, ,1,4,1,1,1,3,3,5,5,5,3,5,3,3,3,2,3,2, ,AI doing low level jobs means people like me won't have a job. Will make people lazy. Ok in certain aspects but not all e.g. creative. Where they help it's good but where it causes a negative impact not.,2019-05-09 09:54:03 UTC,2019-05-09 10:09:16 UTC, ,2.583333333,1.875,3.92307692307692,1.9,4,2.23076923076923,1.75,3,4.5,2.666666667
50,475005-474996-46947797,removed_to_protect_anonymity,41,Male,0,Account Manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,1,3,1,4,2,2,1,2,2,2,2,2,2,4,1,2,2,2,3,4,4,2,2,3,3,3,4,2,2,3,4,2, ,4,4,2,2,5,3,4,4,2,3,3,4,4,4,4,2,5,4,4,2,4,2,5,4,3,2,3,2,5,3,2,4, ,4,2,4,3,3,4,2,2,3,4,4,4,4,5,1,4,2,1,3,2,4,4,5,4,4,5,4,2,4,3,4,4,4,1,2,2,2,2,4,4,3,4, ,4,2,4,3,2,4,4,2,4,5,5,5,2,4,2,3,2,2,5,2,5,4,2,4,3,5,4,2,2,2,5,4,4,1,2,1,2,2,5,5,2,5, ,5,5,5,5,4,5,5,5,5,2,3,5,4,2,2,2,2,4, ,5,5,5,5,4,5,5,5,1,4,3,1,2,4,4,4,4,2, , ,2019-05-09 09:53:59 UTC,2019-05-09 10:09:36 UTC, ,3,2,3.92307692307692,2.5,4.375,2.46153846153846,5,4.75,2.25,3.333333333
51,475005-474996-46947944,removed_to_protect_anonymity,26,Female,1,Operator,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Slightly below average computer user, infrequently using the computer, using few applications",2, ,2,2,2,1,2,2,2,2,2,3,1,3,3,1,4,3,4,5,5,4,4,4,5,4,5,5,4,4,4,3,3,4, ,4,3,4,5,2,3,3,3,4,5,5,3,5,4,3,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,5,4, ,5,3,4,5,5,5,4,4,5,5,4,4,4,5,3,4,5,4,4,3,4,5,4,4,4,3,3,4,5,4,4,5,5,5,4,5,5,5,3,5,5,4, ,2,3,5,4,4,3,4,3,3,4,4,5,4,3,2,4,4,3,5,4,3,5,3,5,5,4,3,2,3,3,4,5,5,4,5,4,3,3,2,3,3,3, ,5,5,4,4,4,5,5,4,4,5,4,4,2,4,3,4,5,5, ,5,5,4,4,4,5,5,4,2,1,2,2,4,2,3,2,1,1, , ,2019-05-09 09:56:15 UTC,2019-05-09 10:11:16 UTC, ,4.25,2,4.30769230769231,4.3,3.625,3.30769230769231,4.5,4.5,1.75,2.166666667
52,475005-474996-46947557,removed_to_protect_anonymity,42,Male,0,IT Technician,A-level or equivalent,NA,A-level or equivalent,3,Professionally qualified computer scientist or IT specialist,6, ,5,5,5,5,4,5,3,4,4,1,3,2,3,4,1,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,3,2, ,2,3,4,2,5,4,2,3,2,4,4,5,3,4,4,4,1,3,2,5,1,4,3,2,4,4,1,3,1,4,1,4, ,5,1,5,2,1,4,5,3,2,4,4,5,4,2,2,4,5,1,5,2,5,4,5,4,5,5,5,4,5,3,5,5,5,1,2,2,4,1,5,5,2,5, ,3,1,4,2,1,3,5,2,2,2,3,4,3,4,2,5,2,4,3,3,5,4,2,5,3,5,5,2,5,3,5,5,5,1,2,3,3,2,5,5,1,5, ,4,4,5,5,5,5,5,4,1,1,1,1,1,1,2,1,2,2, ,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4, , ,2019-05-09 09:50:18 UTC,2019-05-09 10:11:26 UTC, ,3.916666667,3.875,4.61538461538461,3.4,4.375,2.46153846153846,4.5,4.75,5,4.5
53,475005-474996-46947942,removed_to_protect_anonymity,33,Female,1,Retail assistant,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,3,2,2,3,2,1,3,3,3,1,1,3,1,4,1,2,4,2,2,4,5,4,4,4,4,4,5,4,3,3,2,3, ,3,5,3,2,5,3,4,2,3,4,4,5,5,5,3,4,3,5,4,4,5,4,3,3,4,4,4,2,4,2,3,4, ,4,1,5,1,3,2,5,5,2,3,5,5,1,5,1,5,1,1,3,1,5,2,4,5,5,5,5,5,4,1,4,4,4,1,1,2,1,1,5,5,1,5, ,4,1,5,2,1,2,5,4,1,4,4,4,1,5,1,4,1,1,4,2,5,1,4,4,5,4,5,3,4,1,3,4,5,1,1,1,1,1,5,5,1,2, ,4,4,4,4,4,4,4,4,5,5,5,1,2,2,4,3,4,4, ,4,4,4,4,4,4,4,4,1,1,1,5,4,4,2,3,2,2, , ,2019-05-09 09:56:15 UTC,2019-05-09 10:11:36 UTC, ,3.75,2.125,4.69230769230769,2.1,4.625,1.84615384615385,4,4,2,2.833333333
54,475005-474996-46948065,removed_to_protect_anonymity,30,Female,1,Director,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,Professionally qualified computer scientist or IT specialist,6, ,1,1,2,4,2,4,2,1,1,2,3,1,1,1,2,4,2,2,4,2,5,4,5,4,5,5,4,5,2,4,4,1, ,5,5,2,5,4,4,2,4,1,5,5,4,3,4,5,5,5,5,4,4,2,5,4,5,4,2,5,2,4,4,2,2, ,3,1,5,4,4,2,1,1,4,4,5,5,5,5,1,4,4,1,2,1,5,4,4,5,5,5,1,5,1,1,4,4,1,1,1,2,1,1,5,5,4,4, ,4,1,5,4,1,5,1,2,4,4,4,5,5,4,1,4,4,4,4,2,5,4,4,5,5,5,2,4,2,4,5,5,2,1,2,2,1,2,5,5,1,2, ,5,5,5,5,4,5,5,5,4,5,4,2,1,1,3,1,4,5, ,5,5,5,5,4,5,5,5,2,1,2,4,5,5,3,5,2,1, , ,2019-05-09 09:58:14 UTC,2019-05-09 10:12:03 UTC, ,3.833333333,2.25,3.53846153846154,2.6,3.375,2.76923076923077,5,4.75,2.25,3.5
55,475005-474996-46947862,removed_to_protect_anonymity,22,Female,1,Office Administrator,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,3,2,2,3,3,3,4,3,4,3,3,2,3,3,2,4,3,2,3,4,3,4,3,4,3,4,4,4,4,1,1,1, ,2,3,4,3,4,1,2,1,1,3,4,3,3,4,4,4,3,3,3,4,3,3,2,3,4,3,4,2,4,3,3,4, ,3,2,5,2,3,4,2,3,2,4,4,5,4,1,1,3,4,1,4,2,1,2,4,2,5,4,4,3,4,5,4,5,3,4,3,5,3,2,5,5,3,3, ,3,2,5,2,3,4,3,3,3,3,4,3,2,2,2,4,3,3,4,2,2,3,3,4,3,4,4,3,4,3,4,4,3,4,3,4,3,2,5,5,3,4, ,1,1,1,1,2,3,4,4,4,4,4,3,2,1,3,2,4,3, ,1,1,1,1,2,3,4,4,2,2,2,3,4,5,3,4,2,3, , ,2019-05-09 09:54:58 UTC,2019-05-09 10:12:08 UTC, ,3.333333333,3.25,3.53846153846154,3.1,3.875,2.84615384615385,1,3.25,2.25,3.5
56,475005-474996-46948050,removed_to_protect_anonymity,21,female,1,Admin,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,2,3,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3, ,4,4,4,3,4,3,4,3,3,4,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,3, ,5,3,1,2,1,1,1,1,1,3,3,2,3,2,1,3,3,2,3,2,2,5,2,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3, ,4,3,3,3,3,2,2,2,2,2,3,2,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,2,3,3, ,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3, ,3,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3, , ,2019-05-09 09:58:01 UTC,2019-05-09 10:12:09 UTC, ,3.416666667,2.375,2.30769230769231,2.5,2.625,2.92307692307692,3.75,3.5,2.75,3
57,475005-474996-46947823,removed_to_protect_anonymity,41,Female,1,Cleaner,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,4,3,3,3,3,3,4,4,3,2,4,2,3,4,1,4,3,2,2,3,1,3,3,2,3,3,3,3,3,3,3,1, ,3,3,3,2,5,3,2,3,1,3,3,4,2,3,4,3,2,1,3,3,3,3,2,2,2,3,3,2,3,2,3,3, ,3,2,4,2,4,2,1,3,1,3,3,4,3,4,1,3,4,1,4,2,4,1,4,3,4,3,3,2,2,4,3,4,2,1,1,2,1,1,4,3,2,3, ,2,1,4,2,3,2,3,3,2,4,3,5,2,4,1,3,4,2,4,2,4,2,3,4,3,4,3,2,4,2,3,4,2,2,1,2,2,2,4,3,2,3, ,3,4,3,4,4,4,2,3,2,2,3,2,4,3,4,2,4,3, ,3,4,3,4,4,4,2,3,4,4,3,4,2,3,2,4,2,3, ,This was an interesting survey with easy to follow text and questions,2019-05-09 09:54:23 UTC,2019-05-09 10:12:30 UTC, ,2.666666667,3.625,3.07692307692308,2.1,3.125,1.92307692307692,3.5,3.25,3.75,2.666666667
58,475005-474996-46947561,removed_to_protect_anonymity,33,Male,0,Administrator,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,4,3,4,4,4,4,3,2,3,3,4,4,4,4,2,4,4,3,4,5,3,5,3,4,5,5,5,5,5,4,5,4, ,3,2,5,2,4,4,2,5,4,5,5,3,2,5,2,5,2,3,2,5,2,3,3,4,4,4,3,3,2,4,2,5, ,5,2,5,4,2,4,5,3,3,5,4,4,4,4,4,4,2,1,3,2,5,4,1,1,5,2,4,3,4,1,4,4,4,2,4,2,2,2,5,5,2,5, ,4,2,4,4,2,4,4,4,3,5,4,4,2,4,3,4,2,2,4,3,4,4,2,4,2,4,5,4,4,2,5,4,4,2,4,2,3,2,5,4,3,4, ,4,3,4,4,4,4,4,3,3,4,4,4,2,2,3,2,3,2, ,4,3,4,4,4,4,4,3,3,2,2,2,4,4,3,4,3,4, , ,2019-05-09 09:50:21 UTC,2019-05-09 10:13:19 UTC, ,4.416666667,3.875,4.30769230769231,3,4.375,3.30769230769231,3.75,3.75,2.25,3.666666667
59,475005-474996-46948039,removed_to_protect_anonymity,39,male,0,Compliance Manager,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,4,4,2,4,2,3,1,3,5,2,2,2,4,3,3,2,4,3,4,4,2,5,4,4,5,5,4,4,4,1,3,4, ,1,2,4,3,3,1,4,3,4,5,5,4,4,4,4,4,2,2,4,5,3,4,5,3,4,4,2,3,4,4,2,4, ,5,3,5,2,2,4,4,3,3,4,5,5,2,3,2,4,4,1,4,2,5,3,3,1,5,3,5,4,5,4,5,5,5,3,4,2,2,4,5,5,2,5, ,4,1,4,3,1,3,3,3,2,3,3,4,2,1,1,4,1,1,2,2,2,3,1,3,2,4,4,2,1,1,5,3,4,1,1,1,1,1,5,5,2,2, ,3,4,4,4,4,4,4,4,2,2,2,2,1,1,3,2,1,5, ,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,5,1, , ,2019-05-09 09:57:54 UTC,2019-05-09 10:13:28 UTC, ,4,2.625,4.69230769230769,2.8,3.875,2,3.75,4,4,3.833333333
60,475005-474996-46948083,removed_to_protect_anonymity,40,Female,1,Mechanical Engineer,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,3,4,4,4,4,3,3,4,4,3,3,3,4,4,3,4,2,3,3,3,2,4,3,4,4,5,4,3,4,3,2,3, ,2,2,4,2,3,3,2,2,3,4,5,3,3,4,3,3,3,2,2,4,3,3,3,2,4,2,2,3,2,3,2,3, ,4,1,5,2,3,3,5,2,3,2,5,5,2,3,2,4,3,1,4,2,5,1,4,1,5,5,4,3,4,3,4,5,4,3,3,3,3,1,5,5,2,4, ,2,1,4,1,1,2,3,1,2,2,4,5,1,2,2,3,2,1,2,1,3,2,1,5,3,5,4,2,5,2,4,4,4,2,2,1,3,1,5,5,2,3, ,4,5,5,5,5,5,5,5,1,4,2,1,1,1,2,1,4,3, ,4,5,5,5,5,5,5,5,5,2,4,5,5,5,4,5,2,3, , ,2019-05-09 09:58:42 UTC,2019-05-09 10:14:09 UTC, ,3.333333333,3.5,4.46153846153846,2.4,3.75,1.76923076923077,4.75,5,4,4
61,475005-474996-46948233,removed_to_protect_anonymity,56,Female,1,Receptionist,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,3,2,3,4,2,4,1,2,2,1,3,1,2,4,1,4,3,4,4,3,4,4,5,4,4,4,4,5,4,4,3,4, ,4,4,4,2,5,4,2,3,4,4,4,5,3,4,5,5,3,4,4,4,2,5,5,4,4,3,4,4,3,4,2,3, ,2,2,4,2,3,4,4,4,4,4,5,5,5,5,2,5,5,1,4,3,4,1,5,4,5,5,5,2,4,4,5,4,4,4,2,5,2,3,5,5,4,4, ,2,2,5,2,2,5,5,5,5,5,5,5,4,5,2,5,2,2,5,4,5,2,5,5,5,5,5,2,4,4,5,5,5,2,2,5,2,2,5,5,2,5, ,5,5,5,5,4,5,5,4,5,1,3,3,2,4,4,1,5,2, ,5,5,5,5,4,5,5,4,1,5,3,3,4,2,2,5,1,4, , ,2019-05-09 10:01:19 UTC,2019-05-09 10:14:27 UTC, ,3.833333333,2.875,4.53846153846154,3.3,5,2.76923076923077,5,4.5,3,3
62,475005-474996-46947718,removed_to_protect_anonymity,31,Male,0,Engineer,GCSE or equivalent,NA,GCSE or equivalent,2,User of specialist applications but not an IT specialist,4, ,3,3,2,4,3,3,2,3,1,2,3,2,4,2,3,4,2,3,2,3,2,3,2,3,4,4,4,2,3,3,3,3, ,5,2,3,4,3,3,2,3,3,4,4,4,3,4,4,2,3,2,3,3,3,2,4,3,3,2,3,3,4,2,2,3, ,3,2,4,2,5,1,4,1,2,3,4,4,2,3,1,2,3,1,3,1,5,1,5,4,5,4,3,3,2,5,4,5,2,3,1,5,2,1,5,3,3,2, ,3,1,4,3,2,3,3,1,1,3,2,3,1,3,1,3,1,4,3,2,4,1,3,5,2,4,2,1,2,2,4,4,1,1,1,2,1,1,5,3,1,1, ,5,5,5,5,4,3,3,3,2,5,2,3,3,4,4,4,5,5, ,5,5,5,5,4,3,3,3,4,1,4,3,3,2,2,2,1,1, , ,2019-05-09 09:52:46 UTC,2019-05-09 10:15:37 UTC, ,2.916666667,3,3.46153846153846,2,2.75,1.61538461538462,5,3.25,3,1.833333333
63,475005-474996-46948134,removed_to_protect_anonymity,31,Male,0,Food Retail,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,2,3,3,4,4,3,4,4,4,3,3,2,4,2,3,4,3,4,4,3,4,4,3,3,4,4,4,3,3,3,3,3, ,2,2,3,4,3,3,2,3,3,4,4,3,3,4,4,3,4,4,2,4,3,3,2,2,3,3,3,4,3,4,2,3, ,3,4,4,4,2,4,4,4,4,4,5,4,3,4,3,4,1,3,4,4,5,3,3,4,4,4,4,4,3,4,3,4,4,2,4,4,3,3,4,4,3,4, ,3,2,4,3,2,3,3,3,3,3,4,4,3,4,2,4,3,3,4,3,5,3,3,5,4,5,4,3,3,3,4,4,4,2,3,3,3,3,5,4,3,4, ,3,4,4,4,4,4,4,5,3,2,3,3,3,3,3,3,2,3, ,3,4,4,4,4,4,4,5,3,4,3,3,3,3,3,3,4,3, , ,2019-05-09 09:59:33 UTC,2019-05-09 10:16:19 UTC, ,3.5,3.25,4,3.3,3.875,2.84615384615385,3.75,4.25,3.25,3.166666667
64,475005-474996-46947531,removed_to_protect_anonymity,53,Female,1,Administrator,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,3,4,2,2,3,3,1,1,4,4,2,2,2,3,2,2,3,1,2,3,4,4,4,3,3,4,3,2,3,1,3,1, ,2,4,3,3,4,1,4,3,1,3,4,2,4,3,4,2,3,4,3,4,3,4,5,5,3,3,2,1,4,2,4,3, ,4,1,5,1,3,2,4,1,4,4,5,5,2,1,1,4,3,1,4,1,5,1,3,1,5,4,4,1,3,3,4,4,5,3,2,2,1,1,5,5,1,5, ,2,1,4,3,1,2,4,1,4,5,5,3,1,1,1,4,3,1,4,1,5,2,3,4,4,5,5,2,4,3,5,3,3,1,2,4,1,1,5,5,2,3, ,1,4,3,1,4,5,4,4,3,5,4,4,2,2,4,4,2,2, ,1,4,3,1,4,5,4,4,3,1,2,2,4,4,2,2,4,4, , ,2019-05-09 09:49:50 UTC,2019-05-09 10:16:33 UTC, ,3.25,2.375,4.15384615384615,1.5,4.5,1.69230769230769,2.25,4.25,2,3.333333333
